"Index","AUD","CAD","CHF","EUR","GBP","JPY"
1985-12-31,0.682,0.71429,0.48532,0.7996,1.4455,0.004994
1986-01-01,0.6824,0.71441,0.48532,0.80157,1.448,0.0050176
1986-01-02,0.682,0.71271,0.48733,0.80454,1.457,0.0050297
1986-01-03,0.6815,0.712,0.48379,0.79602,1.4395,0.0049407
1986-01-06,0.6807,0.71139,0.48328,0.7983,1.435,0.0049542
1986-01-07,0.6885,0.71505,0.48379,0.8019,1.441,0.0049628
1986-01-08,0.6892,0.71317,0.47939,0.79489,1.4435,0.0049488
1986-01-09,0.6925,0.71726,0.48112,0.80355,1.464,0.004964
1986-01-10,0.6953,0.71736,0.48088,0.79434,1.449,0.0049412
1986-01-13,0.694,0.71495,0.47529,0.79473,1.4445,0.0049395
1986-01-14,0.6892,0.71023,0.47797,0.7928,1.44,0.0049371
1986-01-15,0.6935,0.71018,0.48019,0.79554,1.4435,0.0049422
1986-01-16,0.6967,0.71301,0.47992,0.79312,1.4365,0.0049395
1986-01-17,0.7011,0.71403,0.47847,0.79376,1.436,0.0049395
1986-01-20,0.6973,0.71311,0.4771,0.79344,1.413,0.0049432
1986-01-21,0.701,0.71215,0.47992,0.79586,1.408,0.0049432
1986-01-22,0.7101,0.7119,0.48239,0.79726,1.3965,0.0049579
1986-01-23,0.708,0.71088,0.48207,0.7983,1.391,0.0049522
1986-01-24,0.7107,0.70736,0.48864,0.81104,1.395,0.0051046
1986-01-27,0.7125,0.70462,0.4914,0.81351,1.389,0.0051046
1986-01-28,0.712,0.70567,0.4922,0.81476,1.4045,0.0051086
1986-01-29,0.7141,0.70587,0.49517,0.81834,1.4015,0.005156
1986-01-30,0.714,0.70314,0.49697,0.82264,1.4115,0.0051862
1986-01-31,0.7153,0.7019,0.49334,0.81844,1.4115,0.0051997
1986-02-03,0.7069,0.6958,0.49128,0.81578,1.387,0.0052238
1986-02-04,0.6903,0.69228,0.48943,0.81121,1.371,0.0052124
1986-02-05,0.6938,0.70447,0.49579,0.81937,1.393,0.0052471
1986-02-06,0.7003,0.71149,0.49476,0.81452,1.3937,0.0052351
1986-02-07,0.6955,0.71088,0.49116,0.81323,1.395,0.0052383
1986-02-10,0.6941,0.7151,0.4987,0.82057,1.4095,0.0053262
1986-02-11,0.6907,0.71556,0.50416,0.82351,1.408,0.0053362
1986-02-12,0.6864,0.71393,0.50834,0.82612,1.4093,0.0053602
1986-02-13,0.6883,0.71546,0.51295,0.83273,1.418,0.0054735
1986-02-14,0.706,0.71674,0.51256,0.83369,1.417,0.0055005
1986-02-17,0.7018,0.71659,0.51929,0.83636,1.421,0.005554
1986-02-18,0.7047,0.71633,0.51594,0.83797,1.428,0.0055432
1986-02-19,0.7078,0.71958,0.52452,0.83905,1.444,0.005531
1986-02-20,0.7065,0.71886,0.52132,0.84944,1.45,0.0055233
1986-02-21,0.7017,0.72005,0.5168,0.84844,1.4495,0.0054639
1986-02-24,0.7045,0.72036,0.52529,0.8616,1.471,0.0055081
1986-02-25,0.7075,0.71685,0.53022,0.87431,1.4925,0.0055392
1986-02-26,0.7085,0.71839,0.53177,0.87784,1.4808,0.0055081
1986-02-27,0.7033,0.70621,0.53348,0.88041,1.474,0.0055432
1986-02-28,0.7,0.70348,0.53008,0.87883,1.449,0.0055432
1986-03-03,0.694,0.69808,0.53228,0.88439,1.4455,0.0055757
1986-03-04,0.6995,0.70771,0.53447,0.888,1.4645,0.0055835
1986-03-05,0.702,0.70447,0.52715,0.86058,1.446,0.0055157
1986-03-06,0.702,0.70847,0.52687,0.87178,1.4605,0.0055741
1986-03-07,0.7015,0.7125,0.5305,0.87548,1.4535,0.00558
1986-03-10,0.7017,0.71608,0.51714,0.85937,1.4435,0.0055445
1986-03-11,0.7055,0.71495,0.52043,0.86312,1.454,0.0055633
1986-03-12,0.703,0.71649,0.51653,0.85876,1.4672,0.0055642
1986-03-13,0.704,0.71572,0.51781,0.85352,1.462,0.0055664
1986-03-14,0.704,0.71932,0.5259,0.85632,1.462,0.0055748
1986-03-17,0.709,0.72114,0.53129,0.8686,1.4639,0.0056931
1986-03-18,0.713,0.72036,0.53079,0.87003,1.476,0.0057192
1986-03-19,0.712,0.71829,0.52779,0.86503,1.4796,0.0056571
1986-03-20,0.7125,0.71444,0.52815,0.86675,1.488,0.005677
1986-03-21,0.7133,0.71649,0.53356,0.87197,1.511,0.0056899
1986-03-24,0.7165,0.71256,0.52187,0.85389,1.484,0.0055897
1986-03-25,0.723,0.71291,0.5102,0.83779,1.4713,0.0055602
1986-03-26,0.7113,0.71388,0.5123,0.83959,1.4735,0.0055664
1986-03-27,0.7118,0.71597,0.5123,0.83959,1.4765,0.0055726
1986-03-28,0.713,0.71582,0.5123,0.83905,1.478,0.0055679
1986-03-31,0.71225,0.71659,0.5123,0.83465,1.471,0.0056306
1986-04-01,0.722,0.7188,0.51369,0.83174,1.4685,0.0056082
1986-04-02,0.7185,0.71875,0.50723,0.82465,1.461,0.0055732
1986-04-03,0.7155,0.71855,0.50125,0.8194,1.455,0.0055664
1986-04-04,0.7183,0.72197,0.50088,0.81885,1.4503,0.0055457
1986-04-07,0.7182,0.72218,0.49702,0.81714,1.456,0.0054726
1986-04-08,0.7205,0.72307,0.50633,0.8384,1.461,0.0055639
1986-04-09,0.7185,0.72296,0.51256,0.836,1.464,0.005554
1986-04-10,0.7145,0.72129,0.51243,0.8473,1.475,0.0056196
1986-04-11,0.7153,0.71958,0.52056,0.8454,1.477,0.0056054
1986-04-14,0.7158,0.71546,0.51661,0.84723,1.48,0.0055966
1986-04-15,0.7142,0.71891,0.51674,0.84907,1.4788,0.0056211
1986-04-16,0.7141,0.71906,0.52989,0.86876,1.506,0.0056699
1986-04-17,0.7178,0.71932,0.53908,0.882,1.528,0.0057094
1986-04-18,0.7172,0.72176,0.53792,0.8878,1.5225,0.0057971
1986-04-21,0.7238,0.72176,0.54113,0.89185,1.514,0.0058428
1986-04-22,0.7307,0.7188,0.54201,0.89254,1.514,0.0059172
1986-04-23,0.7301,0.71906,0.546,0.89197,1.5275,0.0059294
1986-04-24,0.7296,0.71984,0.54357,0.89003,1.537,0.0059323
1986-04-25,0.7291,0.72333,0.549,0.90464,1.5495,0.0059677
1986-04-28,0.737,0.72427,0.55264,0.90456,1.5582,0.0059862
1986-04-29,0.7386,0.72595,0.5499,0.89944,1.5515,0.0059641
1986-04-30,0.7383,0.72637,0.55218,0.90089,1.547,0.0059613
1986-05-01,0.7336,0.72333,0.5423,0.87902,1.509,0.0058737
1986-05-02,0.7338,0.72611,0.53961,0.8866,1.5245,0.0059056
1986-05-05,0.7347,0.72764,0.53961,0.89471,1.5423,0.0060441
1986-05-06,0.7342,0.72611,0.54215,0.88841,1.538,0.0060386
1986-05-07,0.7367,0.72558,0.54526,0.89635,1.5435,0.0060864
1986-05-08,0.742,0.72506,0.5509,0.89594,1.5395,0.0061125
1986-05-09,0.7451,0.72427,0.55188,0.89409,1.537,0.0061425
1986-05-12,0.7465,0.72558,0.55454,0.89977,1.5475,0.0062286
1986-05-13,0.732,0.72537,0.5484,0.89003,1.5375,0.0061387
1986-05-14,0.705,0.72664,0.55036,0.89471,1.5365,0.0061125
1986-05-15,0.7178,0.72754,0.54765,0.89234,1.5365,0.0061181
1986-05-16,0.7188,0.72669,0.54259,0.88259,1.5196,0.0060241
1986-05-19,0.7199,0.72669,0.53801,0.88579,1.531,0.006006
1986-05-20,0.7293,0.73009,0.53576,0.86976,1.5152,0.0059189
1986-05-21,0.7253,0.73142,0.53671,0.86484,1.5082,0.0059049
1986-05-22,0.7168,0.73276,0.5296,0.85989,1.4917,0.0059137
1986-05-23,0.7186,0.73115,0.5305,0.85838,1.4925,0.0058945
1986-05-26,0.7167,0.72807,0.5305,0.85756,1.4958,0.0058945
1986-05-27,0.7195,0.72453,0.53115,0.86255,1.5072,0.0059259
1986-05-28,0.7216,0.72674,0.53115,0.85613,1.4993,0.0059102
1986-05-29,0.7208,0.72401,0.52419,0.84741,1.4899,0.0058146
1986-05-30,0.7158,0.7227,0.5184,0.84086,1.4725,0.005729
1986-06-02,0.7072,0.71777,0.51867,0.84438,1.4795,0.0057372
1986-06-03,0.7023,0.7188,0.5311,0.85782,1.487,0.0058055
1986-06-04,0.7002,0.71829,0.53129,0.86084,1.4856,0.0058411
1986-06-05,0.6897,0.71505,0.54236,0.87388,1.4995,0.0059102
1986-06-06,0.6928,0.71649,0.54386,0.8793,1.5055,0.0059719
1986-06-09,0.6985,0.71906,0.54224,0.87189,1.4985,0.0059492
1986-06-10,0.6983,0.71958,0.54729,0.88319,1.52,0.0060006
1986-06-11,0.686,0.72036,0.5475,0.88379,1.527,0.0060042
1986-06-12,0.6865,0.72218,0.54774,0.88619,1.524,0.0060368
1986-06-13,0.693,0.72286,0.54885,0.88503,1.522,0.0060514
1986-06-16,0.696,0.72062,0.54969,0.88399,1.5115,0.0060234
1986-06-17,0.6926,0.71932,0.54136,0.87635,1.506,0.0059698
1986-06-18,0.6944,0.71824,0.54025,0.87666,1.505,0.0060006
1986-06-19,0.693,0.71777,0.54416,0.87666,1.5095,0.0060006
1986-06-20,0.6922,0.72072,0.54195,0.86675,1.496,0.0059559
1986-06-23,0.684,0.72114,0.54127,0.88319,1.513,0.0060241
1986-06-24,0.6815,0.72202,0.54855,0.87922,1.514,0.0059995
1986-06-25,0.6668,0.72041,0.55127,0.87982,1.516,0.0060208
1986-06-26,0.6694,0.71782,0.54915,0.8816,1.5185,0.0060259
1986-06-27,0.6725,0.72088,0.55304,0.88861,1.531,0.0060478
1986-06-30,0.6751,0.72375,0.5571,0.89165,1.5375,0.00612
1986-07-01,0.6545,0.72569,0.56475,0.89799,1.548,0.0061444
1986-07-02,0.6451,0.72553,0.5618,0.89655,1.5395,0.0061331
1986-07-03,0.637,0.72543,0.56641,0.90056,1.5455,0.0062073
1986-07-04,0.639,0.72453,0.56747,0.89944,1.5406,0.0062247
1986-07-07,0.6388,0.72348,0.5629,0.89348,1.5295,0.0062042
1986-07-08,0.6228,0.72464,0.56427,0.89655,1.5293,0.0062131
1986-07-09,0.6373,0.72611,0.56063,0.8989,1.5297,0.0062344
1986-07-10,0.638,0.72585,0.56268,0.8982,1.5165,0.0062325
1986-07-11,0.6378,0.72558,0.55938,0.89124,1.5003,0.0061782
1986-07-14,0.6413,0.72754,0.5611,0.89886,1.4845,0.0062473
1986-07-15,0.6367,0.72817,0.56812,0.90969,1.5015,0.0062913
1986-07-16,0.6385,0.72754,0.57564,0.91223,1.515,0.0063271
1986-07-17,0.637,0.72717,0.5729,0.90863,1.512,0.0063565
1986-07-18,0.6366,0.72727,0.58005,0.91823,1.5078,0.0064144
1986-07-21,0.64,0.72553,0.58377,0.92282,1.501,0.0064579
1986-07-22,0.6378,0.72228,0.57803,0.9181,1.4865,0.0064049
1986-07-23,0.6271,0.71958,0.57904,0.91866,1.492,0.0063951
1986-07-24,0.6215,0.72041,0.58015,0.91629,1.493,0.006398
1986-07-25,0.6034,0.72098,0.57597,0.91028,1.4785,0.0063283
1986-07-28,0.6135,0.7201,0.58772,0.92698,1.482,0.0064371
1986-07-29,0.6081,0.72166,0.59119,0.92409,1.4925,0.0064103
1986-07-30,0.6103,0.72343,0.59025,0.92623,1.4907,0.0064205
1986-07-31,0.5953,0.72448,0.5963,0.93513,1.4885,0.006502
1986-08-01,0.6053,0.72427,0.59801,0.93872,1.4805,0.0065041
1986-08-04,0.602,0.72307,0.59677,0.93985,1.469,0.0064914
1986-08-05,0.6135,0.7248,0.59365,0.9358,1.48,0.0064433
1986-08-06,0.6195,0.72385,0.59623,0.94098,1.4816,0.0064838
1986-08-07,0.6115,0.72411,0.59988,0.9458,1.4737,0.0064977
1986-08-08,0.6183,0.7214,0.59909,0.94576,1.475,0.0064914
1986-08-11,0.6061,0.72041,0.60343,0.95003,1.4883,0.0065091
1986-08-12,0.6071,0.71932,0.59623,0.94175,1.488,0.0064683
1986-08-13,0.6156,0.72056,0.5988,0.94576,1.4865,0.0064863
1986-08-14,0.6196,0.72046,0.60223,0.9492,1.4924,0.0065049
1986-08-15,0.624,0.71855,0.60223,0.94874,1.4952,0.0064948
1986-08-18,0.6252,0.71746,0.59712,0.94576,1.4907,0.0064851
1986-08-19,0.628,0.71824,0.60306,0.95239,1.5005,0.0065317
1986-08-20,0.6102,0.71968,0.60764,0.95556,1.5035,0.0065134
1986-08-21,0.6101,0.71958,0.60809,0.95883,1.4955,0.0065359
1986-08-22,0.6075,0.71855,0.60716,0.95804,1.4875,0.0065189
1986-08-25,0.6057,0.71721,0.60716,0.9578,1.4775,0.0065083
1986-08-26,0.6074,0.71731,0.60569,0.95179,1.4825,0.0064412
1986-08-27,0.6094,0.71587,0.6079,0.95808,1.4815,0.0064767
1986-08-28,0.6081,0.71834,0.60544,0.95119,1.4795,0.0063877
1986-08-29,0.609,0.72124,0.60846,0.96451,1.4925,0.0065041
1986-09-01,0.6111,0.72108,0.61237,0.96823,1.4885,0.0065041
1986-09-02,0.6088,0.72187,0.61031,0.96489,1.4908,0.0064935
1986-09-03,0.6111,0.72062,0.61136,0.96513,1.4978,0.0064855
1986-09-04,0.6154,0.72098,0.60912,0.96233,1.5005,0.0064433
1986-09-05,0.6153,0.72166,0.60205,0.95221,1.4915,0.0064247
1986-09-08,0.6152,0.72254,0.592,0.94348,1.485,0.0064131
1986-09-09,0.6119,0.72396,0.59712,0.94576,1.4735,0.0064185
1986-09-10,0.6133,0.72202,0.59748,0.9469,1.4815,0.006467
1986-09-11,0.617,0.72072,0.58886,0.93549,1.465,0.0063918
1986-09-12,0.619,0.72124,0.59791,0.95003,1.4782,0.0064371
1986-09-15,0.6252,0.72176,0.60368,0.95546,1.483,0.0064537
1986-09-16,0.6244,0.71855,0.60357,0.95369,1.471,0.0064057
1986-09-17,0.623,0.71958,0.61043,0.96594,1.475,0.006457
1986-09-18,0.6247,0.71994,0.62085,0.98332,1.4733,0.0065198
1986-09-19,0.6287,0.72082,0.6215,0.98431,1.4751,0.0065768
1986-09-22,0.6301,0.72114,0.61024,0.96323,1.455,0.0065125
1986-09-23,0.6304,0.72098,0.60252,0.95351,1.445,0.0064725
1986-09-24,0.6295,0.72062,0.60332,0.95556,1.4465,0.0064788
1986-09-25,0.6295,0.71932,0.60361,0.95672,1.4325,0.0064725
1986-09-26,0.6293,0.72056,0.60234,0.95616,1.4352,0.0064788
1986-09-29,0.6274,0.72114,0.60901,0.96943,1.434,0.0065181
1986-09-30,0.6281,0.72072,0.60742,0.96665,1.4425,0.0064851
1986-10-01,0.6304,0.72098,0.6095,0.96847,1.4455,0.0064935
1986-10-02,0.6305,0.72067,0.61512,0.97596,1.4352,0.0064977
1986-10-03,0.6345,0.72166,0.6174,0.97767,1.4431,0.0064733
1986-10-06,0.6352,0.72213,0.61786,0.98283,1.437,0.0064922
1986-10-07,0.6348,0.72088,0.61387,0.97791,1.4345,0.0064859
1986-10-08,0.6358,0.72124,0.61425,0.97958,1.4225,0.0064821
1986-10-09,0.638,0.7214,0.61331,0.9784,1.4215,0.0064633
1986-10-10,0.6377,0.72088,0.61759,0.98526,1.434,0.0064767
1986-10-13,0.636,0.72088,0.61958,0.98879,1.435,0.0064872
1986-10-14,0.6413,0.72005,0.61958,0.9914,1.437,0.006502
1986-10-15,0.6418,0.71968,0.61927,0.9912,1.4385,0.0064872
1986-10-16,0.6392,0.72062,0.61793,0.99004,1.436,0.0064809
1986-10-17,0.6362,0.71958,0.61728,0.98964,1.4305,0.006483
1986-10-20,0.6368,0.71813,0.61293,0.98456,1.43,0.0064654
1986-10-21,0.6365,0.71906,0.61387,0.98481,1.4315,0.0064462
1986-10-22,0.6378,0.71958,0.6132,0.98615,1.432,0.0064247
1986-10-23,0.6432,0.72025,0.60883,0.97548,1.4235,0.0062861
1986-10-24,0.6395,0.71984,0.59855,0.96062,1.413,0.006192
1986-10-27,0.6411,0.72098,0.59025,0.9564,1.408,0.0062239
1986-10-28,0.6422,0.7201,0.59659,0.96266,1.4171,0.006252
1986-10-29,0.6425,0.7202,0.59712,0.96323,1.4105,0.0062286
1986-10-30,0.6413,0.71968,0.58754,0.95374,1.4015,0.0061939
1986-10-31,0.6408,0.71875,0.58309,0.94851,1.405,0.0061211
1986-11-03,0.6405,0.71891,0.58241,0.94768,1.412,0.0060976
1986-11-04,0.642,0.7202,0.58309,0.95091,1.416,0.0060976
1986-11-05,0.642,0.72036,0.57954,0.94989,1.424,0.0060957
1986-11-06,0.6427,0.7202,0.58173,0.95082,1.4293,0.0061331
1986-11-07,0.6437,0.72046,0.58133,0.94865,1.426,0.0061369
1986-11-10,0.6462,0.72088,0.58858,0.9564,1.4383,0.0061444
1986-11-11,0.6479,0.72098,0.59172,0.95992,1.438,0.0061709
1986-11-12,0.6447,0.72233,0.59588,0.96718,1.4245,0.0062266
1986-11-13,0.6451,0.72202,0.59891,0.97208,1.4255,0.006217
1986-11-14,0.6455,0.72254,0.60179,0.97694,1.4315,0.0061939
1986-11-17,0.6423,0.72254,0.59737,0.97136,1.4253,0.0061455
1986-11-18,0.6427,0.72328,0.59737,0.97102,1.423,0.0061463
1986-11-19,0.6439,0.72239,0.59862,0.97475,1.417,0.0061576
1986-11-20,0.6441,0.7216,0.59945,0.97228,1.4125,0.0061418
1986-11-21,0.6447,0.7214,0.59294,0.9668,1.42,0.0060994
1986-11-24,0.645,0.72171,0.59214,0.96929,1.4162,0.0060938
1986-11-25,0.647,0.7216,0.60314,0.98204,1.427,0.0061576
1986-11-26,0.6504,0.72197,0.60241,0.98258,1.43,0.0061312
1986-11-27,0.6512,0.72223,0.60259,0.98367,1.4285,0.0061482
1986-11-28,0.6504,0.72286,0.60912,0.99155,1.433,0.0061767
1986-12-01,0.6505,0.72359,0.61087,0.99356,1.4365,0.0061557
1986-12-02,0.652,0.72307,0.60827,0.99105,1.4325,0.0061824
1986-12-03,0.6516,0.72338,0.60838,0.99306,1.432,0.0061626
1986-12-04,0.6538,0.72369,0.60132,0.98243,1.4295,0.0061444
1986-12-05,0.653,0.72474,0.59855,0.97319,1.4243,0.0061512
1986-12-08,0.6531,0.72674,0.59506,0.97203,1.4195,0.0061569
1986-12-09,0.652,0.72643,0.59147,0.96751,1.4225,0.0061482
1986-12-10,0.6528,0.72474,0.59464,0.97402,1.425,0.006155
1986-12-11,0.6588,0.72543,0.59217,0.97136,1.4255,0.0061489
1986-12-12,0.6591,0.72558,0.58903,0.97329,1.4285,0.0061425
1986-12-15,0.6618,0.72511,0.58765,0.96871,1.4335,0.0061312
1986-12-16,0.6639,0.72527,0.58679,0.96938,1.43,0.006105
1986-12-17,0.6644,0.72506,0.58817,0.97001,1.43,0.0061106
1986-12-18,0.6643,0.72427,0.59287,0.97426,1.432,0.0061353
1986-12-19,0.6689,0.72495,0.59435,0.97767,1.432,0.006132
1986-12-22,0.6771,0.72632,0.60277,0.99054,1.442,0.0061512
1986-12-23,0.6662,0.72595,0.60994,0.99609,1.453,0.006152
1986-12-24,0.655,0.72579,0.60606,0.99533,1.4612,0.0062112
1986-12-25,0.661,0.72622,0.60606,0.99533,1.458,0.0061977
1986-12-26,0.655,0.72532,0.60606,0.99813,1.4565,0.0062657
1986-12-29,0.6622,0.72474,0.61576,1.0079,1.4685,0.0062901
1986-12-30,0.6637,0.72307,0.61493,1.0045,1.4675,0.0062578
1986-12-31,0.6645,0.72438,0.62131,1.0187,1.481,0.0063291
1987-01-01,0.66495,0.72424,0.62131,1.0192,1.486,0.0063291
1987-01-02,0.667,0.72532,0.62228,1.0179,1.4885,0.0063291
1987-01-05,0.67,0.7277,0.61399,1.0118,1.4712,0.0062676
1987-01-06,0.6645,0.72918,0.62008,1.0207,1.479,0.006302
1987-01-07,0.6637,0.72945,0.61709,1.014,1.4685,0.0063259
1987-01-08,0.6637,0.73025,0.62104,1.0221,1.4772,0.0063343
1987-01-09,0.6671,0.72939,0.62278,1.0195,1.476,0.0063239
1987-01-12,0.667,0.73196,0.63084,1.0343,1.487,0.0063755
1987-01-13,0.6548,0.7318,0.63666,1.0439,1.492,0.0064309
1987-01-14,0.6437,0.73475,0.6457,1.0701,1.507,0.0065638
1987-01-15,0.6505,0.73465,0.64935,1.0618,1.5032,0.0065125
1987-01-16,0.6515,0.73481,0.64516,1.0618,1.517,0.0065244
1987-01-19,0.6474,0.73519,0.66015,1.0806,1.5325,0.0066247
1987-01-20,0.6645,0.73649,0.64906,1.0657,1.521,0.0065552
1987-01-21,0.6609,0.73627,0.64612,1.0597,1.5188,0.0064998
1987-01-22,0.6596,0.73562,0.65716,1.077,1.5285,0.0065789
1987-01-23,0.6614,0.73594,0.65266,1.0732,1.5223,0.0065402
1987-01-26,0.664,0.74107,0.65295,1.0749,1.5272,0.0065544
1987-01-27,0.6623,0.74471,0.65681,1.0845,1.5337,0.0065985
1987-01-28,0.659,0.74627,0.66667,1.1,1.542,0.0066138
1987-01-29,0.6612,0.74632,0.66481,1.0945,1.538,0.0065725
1987-01-30,0.6604,0.74627,0.6483,1.0679,1.5135,0.0065125
1987-02-02,0.6614,0.74923,0.65544,1.0821,1.523,0.0065617
1987-02-03,0.6647,0.75143,0.65876,1.0905,1.5308,0.006566
1987-02-04,0.6688,0.755,0.65394,1.0794,1.5217,0.0065484
1987-02-05,0.6676,0.74839,0.64549,1.0657,1.5195,0.0065155
1987-02-06,0.6697,0.74918,0.63898,1.0544,1.5086,0.0064809
1987-02-09,0.6665,0.74895,0.64969,1.0803,1.5245,0.0065681
1987-02-10,0.6655,0.74783,0.65876,1.0797,1.5285,0.0065424
1987-02-11,0.6685,0.74349,0.6499,1.0779,1.522,0.0065104
1987-02-12,0.666,0.74145,0.64662,1.0715,1.519,0.0064935
1987-02-13,0.6647,0.74727,0.64683,1.0689,1.5215,0.0065062
1987-02-16,0.6623,0.74822,0.65032,1.0753,1.521,0.0065147
1987-02-17,0.662,0.75216,0.65261,1.0783,1.53,0.0065295
1987-02-18,0.6657,0.75064,0.64725,1.0705,1.5315,0.0065024
1987-02-19,0.6657,0.75069,0.64288,1.0696,1.5267,0.006513
1987-02-20,0.6652,0.75262,0.64842,1.0699,1.528,0.0065104
1987-02-23,0.6677,0.75064,0.64675,1.0676,1.54,0.0065117
1987-02-24,0.6695,0.75182,0.64579,1.0656,1.5385,0.0065041
1987-02-25,0.6737,0.75182,0.65011,1.0713,1.5387,0.0065147
1987-02-26,0.6737,0.75092,0.65138,1.0727,1.539,0.0065359
1987-02-27,0.6758,0.74979,0.65104,1.0712,1.5466,0.0065295
1987-03-02,0.6805,0.75081,0.64893,1.0639,1.562,0.0065125
1987-03-03,0.6782,0.75058,0.64754,1.0679,1.56,0.0065125
1987-03-04,0.6803,0.74963,0.6462,1.0635,1.5635,0.0065062
1987-03-05,0.6786,0.75058,0.64851,1.0677,1.583,0.0065317
1987-03-06,0.678,0.74934,0.64579,1.0612,1.5875,0.0065147
1987-03-09,0.6791,0.74923,0.63857,1.0542,1.5873,0.006502
1987-03-10,0.6834,0.74906,0.63951,1.0539,1.5868,0.0065091
1987-03-11,0.6845,0.75672,0.63808,1.049,1.589,0.0065062
1987-03-12,0.6888,0.75815,0.64123,1.0509,1.5882,0.0065125
1987-03-13,0.6752,0.7566,0.64412,1.057,1.5759,0.0065475
1987-03-16,0.6811,0.76121,0.65062,1.0647,1.586,0.0065989
1987-03-17,0.687,0.76249,0.6499,1.0653,1.5985,0.0065854
1987-03-18,0.6871,0.76046,0.65041,1.0652,1.606,0.0065854
1987-03-19,0.686,0.7615,0.65168,1.0662,1.603,0.0066002
1987-03-20,0.6863,0.76441,0.65181,1.067,1.604,0.0065963
1987-03-23,0.6874,0.76488,0.65638,1.0746,1.6165,0.0066622
1987-03-24,0.6959,0.76494,0.65638,1.0723,1.6095,0.0066925
1987-03-25,0.6945,0.76179,0.65608,1.0702,1.6018,0.0066997
1987-03-26,0.6953,0.76394,0.65509,1.0708,1.6037,0.0067002
1987-03-27,0.6983,0.76705,0.65789,1.0752,1.605,0.0067843
1987-03-30,0.7029,0.76185,0.66423,1.0874,1.609,0.0068493
1987-03-31,0.7056,0.76599,0.66247,1.0864,1.6085,0.0068729
1987-04-01,0.7056,0.76237,0.65768,1.0749,1.6018,0.0068166
1987-04-02,0.7036,0.76511,0.65768,1.0783,1.6077,0.0068348
1987-04-03,0.7095,0.76494,0.66094,1.0706,1.609,0.0068353
1987-04-06,0.711,0.76441,0.65854,1.0702,1.618,0.006847
1987-04-07,0.7084,0.7657,0.66072,1.0708,1.6165,0.0068762
1987-04-08,0.7087,0.76587,0.65381,1.0647,1.6145,0.0068227
1987-04-09,0.7127,0.76687,0.66116,1.0758,1.618,0.0069396
1987-04-10,0.7175,0.76717,0.6676,1.08,1.6235,0.0069896
1987-04-13,0.7232,0.7674,0.66769,1.0815,1.6243,0.0070161
1987-04-14,0.7205,0.755,0.67263,1.0874,1.6332,0.0071048
1987-04-15,0.7257,0.75942,0.67159,1.0825,1.6315,0.0070597
1987-04-16,0.714,0.75786,0.66858,1.0803,1.6305,0.0069979
1987-04-17,0.7137,0.75786,0.66858,1.0791,1.6295,0.006993
1987-04-20,0.713,0.75861,0.66858,1.0782,1.6315,0.0070249
1987-04-21,0.7113,0.75455,0.6706,1.077,1.634,0.0070274
1987-04-22,0.707,0.74873,0.668,1.0735,1.629,0.0070323
1987-04-23,0.7108,0.74979,0.67354,1.0818,1.641,0.0071023
1987-04-24,0.7086,0.74616,0.68484,1.096,1.659,0.0071726
1987-04-27,0.7142,0.75019,0.6854,1.0917,1.6594,0.0071865
1987-04-28,0.7075,0.74862,0.6812,1.0906,1.656,0.0071608
1987-04-29,0.7066,0.74638,0.67889,1.0908,1.658,0.0071454
1987-04-30,0.7029,0.7475,0.67682,1.0925,1.6635,0.007125
1987-05-01,0.7028,0.74588,0.68423,1.1009,1.6727,0.0071403
1987-05-04,0.7046,0.74294,0.68423,1.1076,1.6825,0.0072228
1987-05-05,0.7115,0.74811,0.68799,1.1022,1.6835,0.0071994
1987-05-06,0.7105,0.74738,0.68871,1.105,1.685,0.007202
1987-05-07,0.7113,0.74778,0.68376,1.0985,1.6775,0.0071736
1987-05-08,0.7115,0.74878,0.68074,1.0923,1.6725,0.0071556
1987-05-11,0.7125,0.74811,0.67682,1.0899,1.6603,0.007148
1987-05-12,0.7158,0.74811,0.68074,1.0923,1.667,0.0071531
1987-05-13,0.7123,0.74571,0.68004,1.0915,1.6705,0.007148
1987-05-14,0.7121,0.74705,0.68097,1.095,1.6775,0.0071736
1987-05-15,0.7157,0.74571,0.68259,1.1016,1.6795,0.0071685
1987-05-18,0.7211,0.74571,0.68517,1.0972,1.68,0.0071378
1987-05-19,0.7188,0.74449,0.68611,1.1034,1.6855,0.0071633
1987-05-20,0.7239,0.74145,0.68729,1.1021,1.6823,0.0071582
1987-05-21,0.7212,0.74223,0.68517,1.1018,1.6795,0.0071149
1987-05-22,0.722,0.74167,0.6847,1.0988,1.671,0.0071083
1987-05-25,0.719,0.74283,0.6847,1.0975,1.6667,0.0070947
1987-05-26,0.7137,0.74444,0.67272,1.0778,1.628,0.0069556
1987-05-27,0.7128,0.74449,0.66401,1.0726,1.612,0.0069517
1987-05-28,0.7115,0.74449,0.66423,1.0798,1.6285,0.006993
1987-05-29,0.7142,0.74761,0.66138,1.0726,1.6285,0.0069469
1987-06-01,0.7132,0.74649,0.65746,1.0682,1.6247,0.0068823
1987-06-02,0.7145,0.74366,0.67159,1.087,1.6435,0.0070572
1987-06-03,0.7169,0.74571,0.67047,1.0815,1.6415,0.0069857
1987-06-04,0.7141,0.74488,0.66379,1.0769,1.6228,0.0069358
1987-06-05,0.7147,0.7456,0.666,1.0778,1.6294,0.0069565
1987-06-08,0.715,0.74499,0.666,1.083,1.634,0.006958
