,Date,TI,MA,cont,discrete
162,1993-07-02T20:00:00.000000000-0400,0.0529349972563,9.76290233779,,
163,1993-07-03T20:00:00.000000000-0400,0.0526320158075,9.01847354038,,
164,1993-07-04T20:00:00.000000000-0400,4.86526537072,9.17838747074,,
165,1993-07-05T20:00:00.000000000-0400,8.02870939101,9.4437650208,,
166,1993-07-06T20:00:00.000000000-0400,10.8918054963,9.61971353868,,
167,1993-07-07T20:00:00.000000000-0400,33.3412726956,10.2476290013,,
168,1993-07-08T20:00:00.000000000-0400,13.2509321011,10.3116960532,,
169,1993-07-09T20:00:00.000000000-0400,0.0558893879511,10.2127133594,,
170,1993-07-10T20:00:00.000000000-0400,0.0555803535105,9.72346459519,,
171,1993-07-11T20:00:00.000000000-0400,10.9475760994,10.085896565,,
172,1993-07-12T20:00:00.000000000-0400,9.53212592439,10.4011632654,,
173,1993-07-13T20:00:00.000000000-0400,6.50203376488,10.3403560209,,
174,1993-07-14T20:00:00.000000000-0400,10.5482944373,10.2250740985,,
175,1993-07-15T20:00:00.000000000-0400,12.9982107427,10.4343772936,,
176,1993-07-16T20:00:00.000000000-0400,0.0606155960103,9.9434691446,,
177,1993-07-17T20:00:00.000000000-0400,0.0602908263126,9.1265403439,,
178,1993-07-18T20:00:00.000000000-0400,13.9688155867,9.59025075463,,
179,1993-07-19T20:00:00.000000000-0400,4.90284480492,9.75177406568,,
180,1993-07-20T20:00:00.000000000-0400,6.06218330081,9.42478363317,,
181,1993-07-21T20:00:00.000000000-0400,26.736734824,9.98051375349,,
182,1993-07-22T20:00:00.000000000-0400,12.3051971977,9.40663799719,,
183,1993-07-23T20:00:00.000000000-0400,0.059017848738,9.06650746732,,
184,1993-07-24T20:00:00.000000000-0400,0.0587129008142,8.20071911141,,
185,1993-07-25T20:00:00.000000000-0400,5.40160264611,8.37867496709,,
186,1993-07-26T20:00:00.000000000-0400,11.5614588907,8.76197196387,,
187,1993-07-27T20:00:00.000000000-0400,7.59881913818,8.71335722867,,
188,1993-07-28T20:00:00.000000000-0400,14.957009722,8.97117724685,,
189,1993-07-29T20:00:00.000000000-0400,90.5496400824,11.5794760629,,
190,1993-07-30T20:00:00.000000000-0400,0.0664659909494,10.842289911,,
191,1993-07-31T20:00:00.000000000-0400,0.0661315548855,10.517960123,,
192,1993-08-01T20:00:00.000000000-0400,31.6539686246,11.5713279106,,
193,1993-08-02T20:00:00.000000000-0400,31.6506636663,12.6245956322,,
194,1993-08-03T20:00:00.000000000-0400,2.57665992031,12.5483087839,,
195,1993-08-04T20:00:00.000000000-0400,6.63789334804,12.5019482491,,
196,1993-08-05T20:00:00.000000000-0400,3.00199710299,12.238954636,,
197,1993-08-06T20:00:00.000000000-0400,0.0536080781576,11.1293658154,,
198,1993-08-07T20:00:00.000000000-0400,0.0533501227935,10.6894464162,,
199,1993-08-08T20:00:00.000000000-0400,9.26208212927,10.9963195075,,
200,1993-08-09T20:00:00.000000000-0400,25.3731754834,11.8402393452,,
201,1993-08-10T20:00:00.000000000-0400,29.1751894038,12.4478264553,,
202,1993-08-11T20:00:00.000000000-0400,18.9176540992,12.7606773945,,
203,1993-08-12T20:00:00.000000000-0400,14.7698718329,13.0362719968,,
204,1993-08-13T20:00:00.000000000-0400,0.0616992057505,12.6867188224,,
205,1993-08-14T20:00:00.000000000-0400,0.0614092961826,12.2554921075,,
206,1993-08-15T20:00:00.000000000-0400,17.4518626073,12.8352003412,,
207,1993-08-16T20:00:00.000000000-0400,11.8078384592,13.2267852623,,
208,1993-08-17T20:00:00.000000000-0400,41.6020835972,14.147894196,,
209,1993-08-18T20:00:00.000000000-0400,75.55707928,16.5030353452,,
210,1993-08-19T20:00:00.000000000-0400,17.9244784424,16.8984451832,,
211,1993-08-20T20:00:00.000000000-0400,0.0448133462839,16.0087144673,,
212,1993-08-21T20:00:00.000000000-0400,0.0446123666838,15.6000283062,,
213,1993-08-22T20:00:00.000000000-0400,14.6931158259,16.0878315722,,
214,1993-08-23T20:00:00.000000000-0400,10.4444157774,16.434021668,,
215,1993-08-24T20:00:00.000000000-0400,26.2305664402,17.1283204612,,
216,1993-08-25T20:00:00.000000000-0400,17.2044321148,17.3164195687,,
217,1993-08-26T20:00:00.000000000-0400,5.78044161578,17.2558069846,,
218,1993-08-27T20:00:00.000000000-0400,0.0453542026882,16.7587518006,,
219,1993-08-28T20:00:00.000000000-0400,0.0451566281282,13.7419356855,,
220,1993-08-29T20:00:00.000000000-0400,11.1105569703,14.1100720514,,
221,1993-08-30T20:00:00.000000000-0400,13.6280627459,14.5621364245,,
222,1993-08-31T20:00:00.000000000-0400,24.4751416257,14.3228421912,,
223,1993-09-01T20:00:00.000000000-0400,23.9047184747,14.0646440181,,
224,1993-09-02T20:00:00.000000000-0400,22.1805621305,14.7181074251,,
225,1993-09-03T20:00:00.000000000-0400,0.0403956473089,14.4981908351,,
226,1993-09-04T20:00:00.000000000-0400,0.0402254751217,14.3994651142,,
227,1993-09-05T20:00:00.000000000-0400,12.4546601832,14.8128335177,,
228,1993-09-06T20:00:00.000000000-0400,19.1975336806,15.4509729696,,
229,1993-09-07T20:00:00.000000000-0400,9.7934407797,15.4686849246,,
230,1993-09-08T20:00:00.000000000-0400,8.16435155578,14.8950574604,,
231,1993-09-09T20:00:00.000000000-0400,12.1450034809,14.3273845963,,
232,1993-09-10T20:00:00.000000000-0400,0.040865619235,13.6981583136,,
233,1993-09-11T20:00:00.000000000-0400,0.0406981361038,13.207185857,,
234,1993-09-12T20:00:00.000000000-0400,10.6182752926,13.5590717266,,
235,1993-09-13T20:00:00.000000000-0400,11.8463418474,13.9519028116,,
236,1993-09-14T20:00:00.000000000-0400,17.4865377877,13.953058651,,
237,1993-09-15T20:00:00.000000000-0400,15.5130094199,14.0765643497,,
238,1993-09-16T20:00:00.000000000-0400,19.3400585447,13.3344968479,,
239,1993-09-17T20:00:00.000000000-0400,0.0414980231833,10.817310806,,
240,1993-09-18T20:00:00.000000000-0400,0.0413324091135,10.2212059383,,
241,1993-09-19T20:00:00.000000000-0400,24.3221001148,11.0304488305,,
242,1993-09-20T20:00:00.000000000-0400,17.2207638989,11.602987215,,
243,1993-09-21T20:00:00.000000000-0400,6.47233360572,11.3289611409,,
244,1993-09-22T20:00:00.000000000-0400,19.2417817677,11.622206674,,
245,1993-09-23T20:00:00.000000000-0400,2.02852155431,10.8154718444,,
246,1993-09-24T20:00:00.000000000-0400,0.0376456811151,10.24324563,,
247,1993-09-25T20:00:00.000000000-0400,0.0374999088648,10.0518142397,,
248,1993-09-26T20:00:00.000000000-0400,7.49593989499,10.3001670961,,
249,1993-09-27T20:00:00.000000000-0400,9.80739351686,10.6255749924,,
250,1993-09-28T20:00:00.000000000-0400,4.43792197537,10.4031538259,,
251,1993-09-29T20:00:00.000000000-0400,13.8826749744,10.4116409002,,
252,1993-09-30T20:00:00.000000000-0400,5.21971382015,9.7697933067,,
253,1993-10-01T20:00:00.000000000-0400,0.0376552214448,8.97422453159,,
254,1993-10-02T20:00:00.000000000-0400,0.0375131227346,8.236122898,,
255,1993-10-03T20:00:00.000000000-0400,2.79461353845,8.32793016104,,
256,1993-10-04T20:00:00.000000000-0400,8.64326402136,8.61469811258,,
257,1993-10-05T20:00:00.000000000-0400,8.23209974062,8.47394609783,,
258,1993-10-06T20:00:00.000000000-0400,3.29988919078,7.94402461483,,
259,1993-10-07T20:00:00.000000000-0400,35.412970143,8.79800892694,,
260,1993-10-08T20:00:00.000000000-0400,0.0336345215236,8.5269850258,,
261,1993-10-09T20:00:00.000000000-0400,0.0335112276776,8.12326861736,,
262,1993-10-10T20:00:00.000000000-0400,22.7831416585,8.88134448534,,
263,1993-10-11T20:00:00.000000000-0400,6.43575036467,9.09451289296,,
264,1993-10-12T20:00:00.000000000-0400,4.57532853103,8.89308133424,,
265,1993-10-13T20:00:00.000000000-0400,14.0273175944,8.9657805258,,
266,1993-10-14T20:00:00.000000000-0400,4.6084205544,8.53650995136,,
267,1993-10-15T20:00:00.000000000-0400,0.0270770912606,8.02031220707,,
268,1993-10-16T20:00:00.000000000-0400,0.0269808556274,7.37654295077,,
269,1993-10-17T20:00:00.000000000-0400,17.8150464806,7.96899456601,,
270,1993-10-18T20:00:00.000000000-0400,5.44677776324,8.14917607782,,
271,1993-10-19T20:00:00.000000000-0400,11.0365159625,7.70632327274,,
272,1993-10-20T20:00:00.000000000-0400,11.5746323006,7.51811888613,,
273,1993-10-21T20:00:00.000000000-0400,7.74256401715,7.56045989984,,
274,1993-10-22T20:00:00.000000000-0400,0.027669120284,6.91998947826,,
275,1993-10-23T20:00:00.000000000-0400,0.0275730506826,6.85329119481,,
276,1993-10-24T20:00:00.000000000-0400,19.3697656552,7.49769519395,,
277,1993-10-25T20:00:00.000000000-0400,2.16488811492,7.56860813415,,
278,1993-10-26T20:00:00.000000000-0400,1.99168083677,7.38513283221,,
279,1993-10-27T20:00:00.000000000-0400,3.49725123724,7.17479475622,,
280,1993-10-28T20:00:00.000000000-0400,5.48862993762,7.20981835496,,
281,1993-10-29T20:00:00.000000000-0400,0.0273723523428,6.74797493423,,
282,1993-10-30T20:00:00.000000000-0400,0.0272795357621,6.57489379141,,
283,1993-10-31T19:00:00.000000000-0500,22.2133348776,7.31408311329,,
284,1993-11-01T19:00:00.000000000-0500,5.18943637038,7.48581388821,,
285,1993-11-02T19:00:00.000000000-0500,12.7343411043,7.8171381404,,
286,1993-11-03T19:00:00.000000000-0500,5.37160872763,7.70808296395,,
287,1993-11-04T19:00:00.000000000-0500,18.2689624681,8.04264505486,,
288,1993-11-05T19:00:00.000000000-0500,0.0249777341426,7.93348133964,,
289,1993-11-06T19:00:00.000000000-0500,0.0248951435713,6.75387883966,,
290,1993-11-07T19:00:00.000000000-0500,70.1605335685,9.09144214123,,
291,1993-11-08T19:00:00.000000000-0500,8.35982154376,9.36898581843,,
292,1993-11-09T19:00:00.000000000-0500,7.94650395183,8.87443122821,,
293,1993-11-10T19:00:00.000000000-0500,5.4246454564,8.84072773126,,
294,1993-11-11T19:00:00.000000000-0500,5.50678681519,8.87177634073,,
295,1993-11-12T19:00:00.000000000-0500,0.021368427929,8.40491136852,,
296,1993-11-13T19:00:00.000000000-0500,0.021299576097,8.25200733591,,
297,1993-11-14T19:00:00.000000000-0500,15.7364614302,8.77565348054,,
298,1993-11-15T19:00:00.000000000-0500,14.9988605939,9.27471613848,,
299,1993-11-16T19:00:00.000000000-0500,35.9721579717,9.87995318819,,
300,1993-11-17T19:00:00.000000000-0500,10.6378767245,10.0529898202,,
301,1993-11-18T19:00:00.000000000-0500,8.02859150241,9.95272567156,,
302,1993-11-19T19:00:00.000000000-0500,0.0230749822409,9.56767376095,,
303,1993-11-20T19:00:00.000000000-0500,0.023002116151,9.31035503091,,
304,1993-11-21T19:00:00.000000000-0500,4.24297599128,9.45086525995,,
305,1993-11-22T19:00:00.000000000-0500,11.5038016875,9.83340621451,,
306,1993-11-23T19:00:00.000000000-0500,2.53739752774,9.27232727693,,
307,1993-11-24T19:00:00.000000000-0500,2.30039008314,9.2768440092,,
308,1993-11-25T19:00:00.000000000-0500,10.8084764541,9.57073719644,,
309,1993-11-26T19:00:00.000000000-0500,0.0225026736284,9.45491224432,,
310,1993-11-27T19:00:00.000000000-0500,0.0224331565955,9.27270568496,,
311,1993-11-28T19:00:00.000000000-0500,10.4501523969,9.62013168644,,
312,1993-11-29T19:00:00.000000000-0500,2.29510470828,9.69572585886,,
313,1993-11-30T19:00:00.000000000-0500,2.25829993528,9.03055802745,,
314,1993-12-01T19:00:00.000000000-0500,18.9117816117,9.48796953549,,
315,1993-12-02T19:00:00.000000000-0500,1.1633137455,9.10226862353,,
316,1993-12-03T19:00:00.000000000-0500,0.0235053258591,8.92399851014,,
317,1993-12-04T19:00:00.000000000-0500,0.0234341453238,8.31581423271,,
318,1993-12-05T19:00:00.000000000-0500,19.3005653115,8.95833381862,,
319,1993-12-06T19:00:00.000000000-0500,8.24471247455,9.23232772966,,
320,1993-12-07T19:00:00.000000000-0500,15.1122875499,7.3973861957,,
321,1993-12-08T19:00:00.000000000-0500,6.62012899381,7.33939644404,,
322,1993-12-09T19:00:00.000000000-0500,12.7567030916,7.49973641536,,
323,1993-12-10T19:00:00.000000000-0500,0.023289081159,7.31969120285,,
324,1993-12-11T19:00:00.000000000-0500,0.0232200011123,7.13690564239,,
325,1993-12-12T19:00:00.000000000-0500,4.57196825876,7.28859230341,,
326,1993-12-13T19:00:00.000000000-0500,8.520272486,7.57189140041,,
327,1993-12-14T19:00:00.000000000-0500,4.58143559308,7.20005720584,,
328,1993-12-15T19:00:00.000000000-0500,5.50363836399,6.88354979817,,
329,1993-12-16T19:00:00.000000000-0500,10.0470161096,6.01937840277,,
330,1993-12-17T19:00:00.000000000-0500,0.0248902065955,5.66561218551,,
331,1993-12-18T19:00:00.000000000-0500,0.0248177320098,5.3988197265,,
332,1993-12-19T19:00:00.000000000-0500,2.6374891902,5.48596686676,,
333,1993-12-20T19:00:00.000000000-0500,4.23149297177,5.62624989528,,
334,1993-12-21T19:00:00.000000000-0500,14.7598776627,5.97681328433,,
335,1993-12-22T19:00:00.000000000-0500,18.1329825272,6.19778597898,,
336,1993-12-23T19:00:00.000000000-0500,17.7787393848,6.70583070755,,
337,1993-12-24T19:00:00.000000000-0500,0.0215139457479,6.62986816964,,
338,1993-12-25T19:00:00.000000000-0500,0.0214527264425,6.27030071205,,
339,1993-12-26T19:00:00.000000000-0500,2.30841945461,6.34649793808,,
340,1993-12-27T19:00:00.000000000-0500,1.72785510505,6.40334533637,,
341,1993-12-28T19:00:00.000000000-0500,15.0819874732,6.55773983891,,
342,1993-12-29T19:00:00.000000000-0500,10.5538544004,6.83303149531,,
343,1993-12-30T19:00:00.000000000-0500,3.20748911077,6.86467113449,,
344,1993-12-31T19:00:00.000000000-0500,0.0204981381553,6.23496168538,,
345,1994-01-01T19:00:00.000000000-0500,0.0204409820443,6.19686592659,,
346,1994-01-02T19:00:00.000000000-0500,14.1958710201,6.6692781164,,
347,1994-01-03T19:00:00.000000000-0500,10.8476917019,7.03008670162,,
348,1994-01-04T19:00:00.000000000-0500,5.60502698541,6.57356875742,,
349,1994-01-05T19:00:00.000000000-0500,1.35793113808,6.34400937954,,
350,1994-01-06T19:00:00.000000000-0500,14.226092527,6.31446954544,,
351,1994-01-07T19:00:00.000000000-0500,0.0183867133943,6.09441146943,,
352,1994-01-08T19:00:00.000000000-0500,0.01833651121,5.66979925008,,
353,1994-01-09T19:00:00.000000000-0500,16.9969914227,6.23558932813,,
354,1994-01-10T19:00:00.000000000-0500,7.26812074958,6.47708601975,,
355,1994-01-11T19:00:00.000000000-0500,7.01289590786,6.55845027472,,
356,1994-01-12T19:00:00.000000000-0500,10.5541054554,6.62624470703,,
357,1994-01-13T19:00:00.000000000-0500,4.53982112322,6.62485755804,,
358,1994-01-14T19:00:00.000000000-0500,0.0196855982792,6.44205913251,,
359,1994-01-15T19:00:00.000000000-0500,0.0196327723488,6.10781302127,,
360,1994-01-16T19:00:00.000000000-0500,6.11116996756,6.3106890133,,
361,1994-01-17T19:00:00.000000000-0500,12.3844391388,6.72267639353,,
362,1994-01-18T19:00:00.000000000-0500,4.25978698632,6.77675298673,,
363,1994-01-19T19:00:00.000000000-0500,3.03840879167,6.73698351406,,
364,1994-01-20T19:00:00.000000000-0500,7.67763555083,6.500908777,,
365,1994-01-21T19:00:00.000000000-0500,0.0205043153786,5.89715950327,,
366,1994-01-22T19:00:00.000000000-0500,0.0204502442198,5.30521653192,,
367,1994-01-23T19:00:00.000000000-0500,1.26269093606,5.34658909827,,
368,1994-01-24T19:00:00.000000000-0500,8.55431743768,5.63101792197,,
369,1994-01-25T19:00:00.000000000-0500,7.36004191375,5.79940533728,,
